PO_Date,PO_Number,Item_ID,Item_Description,Item_Type,Manufacturer_Name,Manufacturer_ID,Lowest_Unit_Of_Measure,Purchasing_Unit_Of_Measure,Vendor_Name,Vendor_ID,Vendor_Country,Vendor_State,Vendor_City,Vendor_Active_Status,Contract_ID,Contract_Description,Contract_Type,Contract_Start_Date,Contract_End_Date,Contract_Status,Contract_Price,Contract_UOM,Unit_Of_Measure,Unit_Of_Measure_In_Number,Quantity_At_UOM,Price_Per_UOM,Total_Price,Department,Budget,Requestor
20-10-2021,PO0637,IT32,Mayo Stands,Non-Consumable,Teleflex,315,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,6,91,EA,1,1,82,82,Surgical Department,50000000,Alie Gorey
20-02-2022,PO0638,IT33,Kickbuckets,Non-Consumable,3M Company,372,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,15,37,EA,1,17,11,187,Nursing Department,50000000,Stephanie Crohan
13-06-2021,PO0639,IT34,Arm Supports,Non-Consumable,Terumo,351,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,16,29,EA,1,46,4.5,207,Nursing Department,50000000,Devin Teml
23-12-2022,PO0640,IT35,Medical Syringe Infusion,Consumable,Nipro,347,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,18,23,EA,1,47,246.5,11585.5,Nursing Department,50000000,Stephanie Crohan
01-06-2021,PO0641,IT36,Pacemakers,Consumable,Abbott,318,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,3,37,EA,1,34,1280,43520,Paramedical Department,50000000,Lilly Ondricek
18-12-2021,PO0642,IT37,Defibrillators,Non-Consumable,Ribbel International Ltd,378,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,14,61,EA,1,29,1525,44225,Surgical Department,50000000,Alana Rich
09-11-2021,PO0643,IT38,Wheelchairs,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,18,17,EA,1,27,80,2160,Nursing Department,50000000,Devin Teml
03-10-2022,PO0644,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,17,12,EA,1,23,160,3680,Radiology Department,50000000,Ashly Shore
24-04-2022,PO0645,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK50,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,13,95,PK50,50,26,1248,32448,Surgical Department,50000000,Lynn Gilvear
02-04-2022,PO0646,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,12,84,EA,1,27,5.2,140.4,Nursing Department,50000000,Stephanie Crohan
27-04-2021,PO0647,IT42,Gauze,Consumable,Becton Dickinson,390,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,24,10,EA,1,3,7.3,21.9,Nursing Department,50000000,Devin Teml
12-11-2021,PO0648,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,6,76,DZ,12,14,170,2380,Paramedical Department,50000000,Lion Philimore
18-10-2021,PO0649,IT44,Trays,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,20,67,EA,1,13,10,130,Paramedical Department,50000000,Merry Paz
23-12-2022,PO0650,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK100,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,4,60,PK100,100,32,108,3456,Surgical Department,50000000,Tim Giles
19-07-2022,PO0651,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,17,75,EA,1,17,1950,33150,Surgical Department,50000000,Phillipp Daen
09-07-2021,PO0652,IT47,Anesthesia machine,Non-Consumable,Teleflex,315,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,14,EA,1,14,875,12250,Paramedical Department,50000000,Merry Paz
15-12-2021,PO0653,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,21,95,EA,1,49,19.8,970.2,Radiology Department,50000000,Ashly Shore
13-06-2022,PO0654,IT49,Tourniquet,Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,85,EA,1,43,260,11180,Surgical Department,50000000,Lynn Gilvear
05-09-2021,PO0655,IT50,Splints,Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,21,74,EA,1,6,14,84,Radiology Department,50000000,Nico Jollands
12-05-2021,PO0656,IT51,Slings,Consumable,Abbott,318,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,14,60,EA,1,12,6,72,Nursing Department,50000000,Stephanie Crohan
05-10-2022,PO0657,IT52,ECG Machine,Non-Consumable,Ribbel International Ltd,378,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,24,82,EA,1,4,302,1208,Paramedical Department,50000000,Merry Paz
16-06-2022,PO0658,IT53,Nebulizers,Non-Consumable,Advin Healthcare,324,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,22,31,EA,1,15,13.8,207,Surgical Department,50000000,Tim Giles
28-06-2021,PO0659,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,22,23,EA,1,1,10,10,Radiology Department,50000000,Ashly Shore
17-01-2022,PO0660,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,4,41,EA,1,24,54,1296,Outpatient Department,50000000,Wilmar Bignold
14-12-2022,PO0661,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,21,48,EA,1,13,150,1950,Paramedical Department,50000000,Lion Philimore
12-11-2022,PO0662,IT2,Scissor,Non-Consumable,Becton Dickinson,390,DZ,DZ,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,21,64,DZ,12,47,53,2491,Outpatient Department,50000000,Wilmar Bignold
24-06-2021,PO0663,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,21,96,EA,1,27,2000,54000,Nursing Department,50000000,Selina MacDwyer
10-10-2021,PO0664,IT4,Magnifier,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,2,99,EA,1,29,7.5,217.5,Paramedical Department,50000000,Lion Philimore
10-12-2021,PO0665,IT5,Weighing Scale,Non-Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,2,93,EA,1,23,20,460,Nursing Department,50000000,Selina MacDwyer
09-09-2021,PO0666,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,2,76,EA,1,41,5,205,Outpatient Department,50000000,Wilmar Bignold
13-07-2022,PO0667,IT7,Face Mask,Consumable,Medtronic,335,PK50,PK100,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,10,39,PK100,100,31,94,2914,Surgical Department,50000000,Tim Giles
11-06-2021,PO0668,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,15,72,EA,1,38,12.5,475,Nursing Department,50000000,Devin Teml
20-07-2021,PO0669,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK50,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,16,17,PK50,50,39,97.5,3802.5,Nursing Department,50000000,Devin Teml
08-01-2022,PO0670,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,46,EA,1,6,5,30,Outpatient Department,50000000,Calvin Graben
07-12-2022,PO0671,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,1,94,EA,1,4,1180,4720,Surgical Department,50000000,Phillipp Daen
04-02-2022,PO0672,IT12,Otoscope,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,68,EA,1,4,145,580,Paramedical Department,50000000,Lion Philimore
24-02-2022,PO0673,IT13,Thermometer,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,20,7,EA,1,17,35,595,Nursing Department,50000000,Devin Teml
14-12-2022,PO0674,IT14,Saline Bag,Consumable,Medtronic,335,DZ,DZ,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,22,39,DZ,12,17,145,2465,Nursing Department,50000000,Stephanie Crohan
07-10-2022,PO0675,IT15,Syringe,Consumable,Siemens Healthineers,307,DZ,PK50,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,22,99,PK50,50,31,1750,54250,Surgical Department,50000000,Lynn Gilvear
26-07-2021,PO0676,IT16,X-ray Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,13,96,EA,1,21,2150,45150,Outpatient Department,50000000,Calvin Graben
10-09-2022,PO0677,IT17,Bandage,Consumable,Teleflex,315,DZ,PK50,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,5,95,PK50,50,26,87.5,2275,Outpatient Department,50000000,Helaina Hammersley
24-07-2021,PO0678,IT18,Crutches,Non-Consumable,3M Company,372,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,23,82,EA,1,24,12.5,300,Surgical Department,50000000,Tim Giles
15-01-2022,PO0679,IT19,Plaster,Consumable,Terumo,351,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,16,2,EA,1,7,10,70,Nursing Department,50000000,Stephanie Crohan
21-10-2021,PO0680,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,13,2,DZ,12,7,124,868,Nursing Department,50000000,Alvinia Toffoloni
05-12-2021,PO0681,IT21,Surgical Mask,Consumable,Becton Dickinson,390,DZ,PK50,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,16,30,PK50,50,38,50,1900,Nursing Department,50000000,Devin Teml
13-02-2022,PO0682,IT22,Oxygen Mask,Consumable,Ribbel International Ltd,378,DZ,PK50,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,19,80,PK50,50,17,599,10183,Surgical Department,50000000,Alana Rich
19-03-2022,PO0683,IT23,Dropper,Consumable,Advin Healthcare,324,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,70,EA,1,19,0.95,18.05,Nursing Department,50000000,Stephanie Crohan
04-07-2021,PO0684,IT24,Needle,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK50,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,1,28,PK50,50,34,248,8432,Surgical Department,50000000,Alie Gorey
23-11-2021,PO0685,IT25,Cane,Non-Consumable,Smiths Medical,365,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,9,28,EA,1,34,8.8,299.2,Surgical Department,50000000,Tim Giles
06-09-2021,PO0686,IT26,Surgical Clamps,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,15,61,EA,1,6,33,198,Radiology Department,50000000,Ashly Shore
20-04-2022,PO0687,IT27,Forceps,Consumable,Becton Dickinson,390,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,11,14,DZ,12,50,170,8500,Surgical Department,50000000,Tim Giles
09-08-2021,PO0688,IT28,Surgical Table,Non-Consumable,General Electric,350,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,20,13,EA,1,48,1580,75840,Outpatient Department,50000000,Wilmar Bignold
12-10-2022,PO0689,IT29,Utility Table,Non-Consumable,Medtronic,335,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,14,42,EA,1,8,60,480,Paramedical Department,50000000,Lilly Ondricek
12-09-2021,PO0690,IT30,Instrument Table,Non-Consumable,Siemens Healthineers,307,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,9,22,EA,1,14,58.6,820.4,Paramedical Department,50000000,Lilly Ondricek
19-12-2022,PO0691,IT31,Ventilator,Non-Consumable,Johnson & Johnson,301,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,20,7,EA,1,35,3000,105000,Paramedical Department,50000000,Lion Philimore
30-12-2022,PO0692,IT32,Mayo Stands,Non-Consumable,Teleflex,315,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,6,91,EA,1,13,82,1066,Surgical Department,50000000,Alana Rich
05-04-2021,PO0693,IT33,Kickbuckets,Non-Consumable,3M Company,372,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,15,37,EA,1,29,11,319,Outpatient Department,50000000,Helaina Hammersley
25-07-2022,PO0694,IT34,Arm Supports,Non-Consumable,Terumo,351,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,16,29,EA,1,17,4.5,76.5,Nursing Department,50000000,Selina MacDwyer
27-03-2022,PO0695,IT35,Medical Syringe Infusion,Consumable,Nipro,347,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,18,23,EA,1,46,246.5,11339,Paramedical Department,50000000,Merry Paz
27-04-2021,PO0696,IT36,Pacemakers,Consumable,Abbott,318,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,3,37,EA,1,11,1280,14080,Paramedical Department,50000000,Lion Philimore
06-03-2022,PO0697,IT37,Defibrillators,Non-Consumable,Ribbel International Ltd,378,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,14,61,EA,1,21,1525,32025,Nursing Department,50000000,Stephanie Crohan
18-11-2022,PO0698,IT38,Wheelchairs,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,18,17,EA,1,33,80,2640,Nursing Department,50000000,Selina MacDwyer
17-01-2022,PO0699,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,17,12,EA,1,14,160,2240,Outpatient Department,50000000,Calvin Graben
08-04-2021,PO0700,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK50,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,13,95,PK50,50,36,1248,44928,Paramedical Department,50000000,Merry Paz
31-03-2022,PO0701,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,12,84,EA,1,20,5.2,104,Paramedical Department,50000000,Lilly Ondricek
02-12-2022,PO0702,IT42,Gauze,Consumable,Becton Dickinson,390,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,24,10,EA,1,21,7.3,153.3,Nursing Department,50000000,Devin Teml
20-12-2022,PO0703,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,6,76,DZ,12,47,170,7990,Radiology Department,50000000,Nico Jollands
20-11-2021,PO0704,IT44,Trays,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,20,67,EA,1,28,10,280,Surgical Department,50000000,Alana Rich
06-06-2021,PO0705,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK50,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,4,60,PK50,50,39,54,2106,Paramedical Department,50000000,Lion Philimore
26-11-2021,PO0706,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,17,75,EA,1,38,1950,74100,Surgical Department,50000000,Tim Giles
12-08-2022,PO0707,IT47,Anesthesia machine,Non-Consumable,Teleflex,315,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,14,EA,1,16,875,14000,Nursing Department,50000000,Stephanie Crohan
18-12-2022,PO0708,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,21,95,EA,1,33,19.8,653.4,Outpatient Department,50000000,Wilmar Bignold
03-04-2022,PO0709,IT49,Tourniquet,Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,85,EA,1,20,260,5200,Surgical Department,50000000,Alie Gorey
10-04-2022,PO0710,IT50,Splints,Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,21,74,EA,1,48,14,672,Surgical Department,50000000,Tim Giles
21-10-2022,PO0711,IT51,Slings,Consumable,Abbott,318,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,14,60,EA,1,9,6,54,Radiology Department,50000000,Ashly Shore
13-02-2022,PO0712,IT52,ECG Machine,Non-Consumable,Ribbel International Ltd,378,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,24,82,EA,1,19,302,5738,Surgical Department,50000000,Tim Giles
16-11-2021,PO0713,IT53,Nebulizers,Non-Consumable,Advin Healthcare,324,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,22,31,EA,1,36,13.8,496.8,Surgical Department,50000000,Lynn Gilvear
01-11-2022,PO0714,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,22,23,EA,1,39,10,390,Radiology Department,50000000,Ashly Shore
23-05-2022,PO0715,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,4,41,EA,1,17,54,918,Nursing Department,50000000,Selina MacDwyer
25-10-2022,PO0716,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,21,48,EA,1,20,150,3000,Surgical Department,50000000,Tim Giles
30-07-2021,PO0717,IT2,Scissor,Non-Consumable,Becton Dickinson,390,DZ,DZ,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,21,64,DZ,12,24,53,1272,Surgical Department,50000000,Phillipp Daen
07-05-2022,PO0718,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,21,96,EA,1,5,2000,10000,Surgical Department,50000000,Lynn Gilvear
18-11-2022,PO0719,IT4,Magnifier,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,2,99,EA,1,4,7.5,30,Paramedical Department,50000000,Lilly Ondricek
14-11-2021,PO0720,IT5,Weighing Scale,Non-Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,2,93,EA,1,13,20,260,Radiology Department,50000000,Ashly Shore
